FIPS,1.22.2020,1.23.2020,1.24.2020,1.25.2020,1.26.2020,1.27.2020,1.28.2020,1.29.2020,1.30.2020,1.31.2020,2.1.2020,2.2.2020,2.3.2020,2.4.2020,2.5.2020,2.6.2020,2.7.2020,2.8.2020,2.9.2020,2.10.2020,2.11.2020,2.12.2020,2.13.2020,2.14.2020,2.15.2020,2.16.2020,2.17.2020,2.18.2020,2.19.2020,2.20.2020,2.21.2020,2.22.2020,2.23.2020,2.24.2020,2.25.2020,2.26.2020,2.27.2020,2.28.2020,2.29.2020,3.1.2020,3.2.2020,3.3.2020,3.4.2020,3.5.2020,3.6.2020,3.7.2020,3.8.2020,3.9.2020,3.10.2020,3.11.2020,3.12.2020,3.13.2020,3.14.2020,3.15.2020,3.16.2020,3.17.2020,3.18.2020,3.19.2020,3.20.2020,3.21.2020,3.22.2020,3.23.2020,3.24.2020,3.25.2020,3.26.2020,3.27.2020,3.28.2020,3.29.2020,3.30.2020,3.31.2020,4.1.2020,4.2.2020,4.3.2020,4.4.2020,4.5.2020,4.6.2020,4.7.2020,4.8.2020,4.9.2020,4.10.2020,4.11.2020,4.12.2020,4.13.2020,4.14.2020,4.15.2020,4.16.2020,4.17.2020,4.18.2020,4.19.2020,4.20.2020,4.21.2020,4.22.2020,4.23.2020,4.24.2020,4.25.2020,4.26.2020,4.27.2020,4.28.2020,4.29.2020,4.30.2020,5.1.2020,5.2.2020,5.3.2020,5.4.2020,5.5.2020,5.6.2020,5.7.2020,5.8.2020,5.9.2020,5.10.2020,5.11.2020,5.12.2020,5.13.2020,5.14.2020,5.15.2020,5.16.2020,5.17.2020,5.18.2020,5.19.2020,5.20.2020,5.21.2020,5.22.2020,5.23.2020,5.24.2020,5.25.2020,5.26.2020,5.27.2020,5.28.2020,5.29.2020,5.30.2020,5.31.2020,6.1.2020,6.2.2020,6.3.2020,6.4.2020,6.5.2020,6.6.2020,6.7.2020,6.8.2020,6.9.2020,6.10.2020,6.11.2020,6.12.2020,6.13.2020,6.14.2020,6.15.2020,6.16.2020,6.17.2020,6.18.2020,6.19.2020,6.20.2020,6.21.2020,6.22.2020,6.23.2020,6.24.2020,6.25.2020,6.26.2020,6.27.2020,6.28.2020,6.29.2020,6.30.2020,7.1.2020,7.2.2020,7.3.2020,7.4.2020,7.5.2020,7.6.2020,7.7.2020,7.8.2020,7.9.2020,7.10.2020,7.11.2020,7.12.2020,7.13.2020,7.14.2020,7.15.2020,7.16.2020,7.17.2020,7.18.2020,7.19.2020,7.20.2020,7.21.2020,7.22.2020,7.23.2020,7.24.2020,7.25.2020,7.26.2020,7.27.2020,7.28.2020,7.29.2020,7.30.2020,7.31.2020,8.1.2020,8.2.2020,8.3.2020,8.4.2020,8.5.2020,8.6.2020,8.7.2020,8.8.2020,8.9.2020,8.10.2020,8.11.2020,8.12.2020,8.13.2020
6037,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,11,13,14,14,14,20,27,32,40,53,53,94,144,190,231,292,292,407,536,662,812,1229,1465,1465,1829,2474,3019,3518,4045,4566,4605,5955,6377,6936,7559,7955,8443,8453,8894,9433,10047,10517,10854,11400,12021,12341,13823,15153,16447,17537,18545,19133,19567,20423,20996,22485,23220,24262,24894,25699,26225,27836,28665,29511,30319,31241,31703,32263,33211,34538,35392,36316,37360,38011,38458,39573,40895,42037,43070,44121,45017,46023,47845,48761,49860,51678,53746,55001,56011,57219,58261,59692,61068,62382,63844,64690,65945,67111,68959,70529,72057,73018,73832,75162,77260,78348,79655,81709,83414,86017,88512,89633,91577,93391,95385,97918,100958,103850,105665,107792,107806,107826,115024,116570,120764,123256,124992,127439,130394,133549,136357,140576,143207,147678,150424,153152,155917,159045,162025,165134,166868,168935,172325,174017,176028,178642,183456,186036,188541,190857,192177,193877,195805,198165,201200,204258,206778,208563,210543,210874,214283,214425
6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,7,8,9,10,10,12,16,16,27,29,29,34,40,52,59,65,65,74,76,79,82,86,90,90,92,93,100,102,102,103,108,116,118,125,134,140,140,143,147,152,155,157,163,163,173,177,180,189,189,200,200,216,222,226,234,251,251,251,261,268,273,280,280,283,283,283,301,310,310,320,334,334,334,367,387,391,391,409,409,409,470,470,538,564,564,616,661,710,741,791,824,824,824,824,979,1131,1208,1272,1272,1272,1272,1623,1623,1793,1793,1884,1884,1884,2183,2260,2313,2403,2403,2403,2694,2813,2994,3123,3245,3245,3245,3245,3510,3906,4065,4065,4285,4285,4285,4583,4583,4855,4855,5012,5012,5736,5736,6102,6224
6053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,11,11,14,20,24,24,24,32,36,36,40,42,48,53,57,62,62,62,64,69,71,79,82,87,87,100,108,119,119,136,141,148,150,154,169,169,183,183,185,191,206,213,222,235,235,237,241,247,250,267,279,279,299,299,308,317,322,341,341,349,349,355,362,371,395,413,429,429,469,477,509,530,545,571,586,621,640,667,732,751,763,791,814,865,899,949,995,1015,1075,1121,1156,1181,1225,1291,1341,1397,1416,1429,1444,1548,1605,1642,1691,1748,1791,1915,2064,2151,2239,2270,2343,2419,2540,2682,2790,2835,2913,2983,3059,3162,3228,3353,3379,3545,3726,3865,3953,4002,4082,4140,4288,4457,4542,4797,4822,4924,4966,4966,5120,5156,5212,5293,5446,5494,5628,5803
6055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,6,6,9,10,14,14,15,18,18,20,20,22,22,25,25,32,32,34,34,38,38,39,44,47,47,48,48,54,57,58,60,60,64,66,67,67,68,70,70,74,75,78,78,78,78,79,79,81,81,83,83,90,90,92,92,94,95,96,101,101,101,109,109,111,111,112,112,113,113,124,126,129,141,141,153,157,161,163,168,183,183,190,199,202,206,216,224,224,239,239,251,258,270,270,270,310,317,333,344,344,376,376,436,448,453,466,477,477,477,518,530,561,578,583,583,583,632,661,685,711,737,737,737,766,806,860,865,888,888,888,888,980,1007,1025,1046,1046,1046,1074,1129,1142,1142
6059,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,5,5,6,9,14,14,17,22,29,53,65,78,95,125,152,187,256,321,403,431,464,502,606,656,711,786,834,882,931,1016,1079,1138,1221,1277,1283,1299,1376,1425,1501,1556,1636,1676,1691,1753,1827,1845,1969,2074,2126,2151,2252,2393,2537,2636,2743,2819,2873,3004,3092,3240,3380,3502,3557,3602,3749,3968,4125,4222,4376,4434,4500,4742,4841,4941,5157,5336,5469,5578,5646,5744,5923,6100,6261,6474,6574,6678,6783,7064,7321,7440,7527,7614,7737,7987,8153,8269,8573,8759,8999,9197,9292,9576,9988,10422,10595,10737,11016,11511,11960,12462,12608,13064,13843,14413,15065,15778,16191,16854,17882,18892,20225,21517,22650,23901,24715,25255,26120,27031,27904,28309,29011,29426,29986,30976,31743,32648,33358,33953,34373,34646,34833,35272,35778,36196,36833,37391,37813,38066,38131,38711,38754,39076,39641,40527,40527,41823,42171
6061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,5,5,7,7,7,7,4,7,5,5,5,9,9,9,9,12,12,20,30,30,30,41,53,53,57,78,90,97,97,103,106,106,117,117,123,123,124,127,128,129,130,130,131,132,132,133,133,136,139,139,141,143,145,145,147,150,159,159,162,162,163,165,165,168,169,170,170,170,172,174,174,175,175,177,176,176,184,185,184,185,188,194,196,199,214,215,217,228,240,259,265,275,284,294,304,314,327,344,358,372,390,411,432,460,476,490,502,519,534,556,579,593,611,627,643,684,724,754,786,828,877,911,938,970,993,1021,1055,1077,1114,1151,1167,1203,1235,1280,1363,1403,1442,1479,1531,1559,1605,1605,1685,1753,1790,1822,1876,1912,1925,1925,1953,1998,2039,2099,2186,2186,2319,2377,2377,2486
6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,8,8,14,14,15,15,16,22,28,28,29,46,57,68,105,149,183,195,291,371,371,493,493,638,799,946,1016,1179,1280,1350,1431,1619,1619,1961,1961,2105,2457,2457,2638,2847,2847,2960,3218,3315,3315,3563,3643,3735,3942,4031,4079,4079,4180,4354,4454,4672,4756,4756,4992,4992,5189,5248,5248,5440,5618,5618,5618,5952,6053,6184,6343,6464,6464,6464,7004,7139,7139,7341,7486,7486,7486,7982,8155,8155,8303,8777,8777,8777,9206,9590,9911,10240,10490,10490,10490,11285,11694,11951,12467,12778,12778,12778,13800,14431,14905,15142,15643,15643,15643,16634,17296,18041,18720,19450,19450,19450,20555,21101,21957,23334,24765,24765,24765,25748,26481,27371,28177,28695,28695,28695,29983,30890,31982,32813,33467,33467,33467,33467,35187,36159,36629,37011,37011,37011,37011,38487,38487,39741,40452,40452,40452,41983,41983,43376,43983
6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,11,17,17,29,29,33,40,40,45,53,53,53,88,88,113,113,164,164,164,224,224,224,314,390,390,442,462,525,580,580,653,653,707,739,816,853,879,896,914,925,940,954,971,987,1019,1019,1037,1045,1053,1068,1077,1090,1107,1117,1127,1133,1142,1153,1160,1165,1167,1173,1181,1183,1194,1211,1222,1237,1245,1250,1255,1266,1272,1289,1293,1302,1310,1319,1349,1373,1400,1400,1429,1439,1463,1490,1519,1537,1569,1588,1624,1642,1670,1704,1716,1753,1794,1825,1892,1940,1976,2069,2160,2243,2374,2440,2512,2666,2666,2776,3004,3223,3397,3559,3559,4004,4236,4236,4566,4776,4932,5152,5339,5489,5714,5938,6174,6395,6511,6693,6935,7326,7686,7971,8247,8554,8554,8903,9018,9418,9514,9664,9820,9820,10067,10122,10174,10174,10544,10544,10795,10795,12040,12274,12274,13216
6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,9,10,17,17,31,38,54,54,76,76,111,125,183,254,304,353,372,373,530,547,641,729,810,810,887,977,977,996,1032,1219,1286,1406,1489,1489,1608,1666,1666,1732,1772,1827,1928,2058,2113,2182,2182,2182,2329,2432,2562,2629,2902,2902,3015,3078,3153,3198,3311,3463,3511,3593,3707,3795,3984,4146,4315,4365,4365,4567,4567,4914,5034,5200,5246,5355,5501,5650,5650,5930,6040,6040,6247,6417,6593,6742,6976,7161,7359,7515,7796,8014,8454,8714,8959,9156,9361,10010,10407,10769,11290,11290,11501,11797,12550,12746,13152,13676,13676,14922,15345,15932,16586,17414,18275,18912,19043,19502,20456,21468,21468,23238,23566,23772,24099,25067,25775,26185,26796,26796,27992,27992,29962,32309,31688,32230,32696,32980,33432,34017,34237,34635,34939,35452,35712,36072,36072,38290,38290
6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,8,10,16,55,55,60,80,127,127,155,201,226,238,293,341,413,484,515,603,733,849,966,1112,1209,1326,1404,1454,1530,1628,1693,1761,1804,1847,1930,2012,2087,2158,2213,2268,2325,2491,2643,2826,2943,2943,3043,3141,3432,3432,3564,3711,3927,3927,4020,4319,4319,4429,4662,4776,5065,5161,5161,5391,5391,5662,5836,5836,6026,6140,6140,6315,6559,6559,6701,6797,6882,7100,7100,7385,7481,7481,7554,7674,7798,7940,8345,8345,8619,8619,8837,8998,8998,9314,9440,9610,9730,9730,10092,10350,10484,10794,11096,11294,11626,11961,12401,12837,13334,13832,14149,14623,15207,15696,15696,16726,16726,17578,17842,18402,18863,19371,19371,19929,20887,21446,21855,21855,23114,23682,24135,24520,25107,25608,26098,26098,26701,27507,27507,28287,28688,29048,29048,29883,29883,30516,30516,31127,31127,31779,32330,32975,32975,33157,33393
6075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,9,14,14,18,23,28,28,40,43,51,70,76,84,108,131,152,178,223,279,308,340,374,397,434,450,497,529,568,583,622,676,724,797,857,872,957,987,1013,1019,1058,1137,1157,1216,1231,1233,1302,1340,1354,1408,1424,1468,1490,1499,1523,1543,1602,1624,1728,1754,1806,1853,1891,1943,1954,1977,1994,1999,2026,2054,2091,2131,2179,2185,2198,2320,2350,2367,2386,2399,2408,2437,2473,2532,2588,2570,2587,2613,2644,2698,2712,2747,2779,2793,2809,2840,2878,2906,2928,2952,2971,2982,3020,3057,3058,3058,3185,3219,3249,3297,3400,3468,3512,3561,3603,3648,3719,3776,3776,3776,3992,4020,4071,4145,4316,4426,4522,4590,4640,4696,4860,4975,5116,5202,5305,5363,5459,5564,5679,5787,5932,6022,6065,6197,6423,6575,6723,6811,6916,6989,7081,7228,7326,7432,7548,7623,7692,7834,7944
6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,8,8,13,14,17,25,31,31,41,51,68,71,90,93,113,123,136,151,173,180,185,191,206,217,223,237,253,257,266,293,314,341,365,371,400,415,428,449,460,487,495,505,512,528,529,540,543,557,560,570,574,578,579,581,597,605,612,621,629,638,644,659,670,689,699,709,716,733,752,752,752,752,771,771,842,858,858,858,908,982,1080,1024,1050,1118,1161,1195,1259,1309,1388,1444,1547,1652,1716,1749,1888,1927,1926,2519,2519,2400,2560,2742,2884,3031,3093,3093,3291,3856,3914,4298,4474,4474,4474,4474,5600,5817,6065,6279,6279,6279,6988,7216,7428,7680,7819,7819,7819,8321,8799,9595,9826,10126,10126,10126,10675,10923,11209,11342,11483,11483,11483,11885,11958,12034,12119,12119,12303,12303,12864,13870,13870,14276
6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,8,15,20,20,32,32,41,64,80,89,100,110,117,142,161,165,195,239,274,277,309,309,388,453,486,538,555,579,589,617,633,638,652,652,701,721,747,767,797,838,838,920,935,958,966,989,1019,1019,1080,1099,1136,1177,1197,1233,1233,1281,1315,1341,1377,1397,1425,1425,1464,1497,1515,1536,1575,1602,1602,1671,1687,1697,1738,1783,1833,1833,1833,1904,1963,2022,2061,2104,2104,2165,2188,2212,2244,2299,2330,2330,2394,2437,2475,2494,2533,2533,2553,2594,2625,2653,2678,2721,2721,2721,2825,2901,2961,2996,3049,3083,3083,3141,3232,3311,3376,3441,3536,3536,3599,3692,3743,3787,3846,3949,3949,4045,4168,4254,4333,4403,4465,4465,4551,4674,4776,4885,4957,5022,5022,5124,5198,5306,5398,5469,5544,5544,5683,5744,5758,5891,5978,6110,6110,6318,6431,6535,6640
6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,8,9,9,13,18,18,24,26,32,47,64,68,88,99,111,139,152,168,174,192,218,228,243,260,264,267,284,313,334,354,373,385,394,416,429,451,460,469,469,471,473,485,485,506,506,514,514,526,613,613,722,1250,1250,1362,1371,1371,1387,1387,1418,1474,1474,1517,1520,1520,1540,1551,1551,1551,1551,1604,1636,1636,1649,1649,1649,1669,1697,1714,1737,1787,1787,1817,1817,1864,1910,1910,1971,1971,2069,2115,2115,2253,2319,2319,2319,2446,2509,2590,2631,2742,2712,2712,2896,2896,2896,3261,3261,3261,3261,3261,3742,3808,3868,3868,3931,3931,3931,4323,4412,4635,4759,4759,4759,4991,5124,5282,5444,5576,5576,5576,5576,5633,6021,6094,6167,6167,6167,6167,6526,6526,6652,6652,6704,6704,6704,6996,7074,7083
6085,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,9,11,11,20,20,32,38,38,43,48,52,79,95,91,138,155,175,189,196,263,263,302,375,459,542,574,591,646,848,890,956,1019,1019,1148,1207,1207,1285,1380,1380,1442,1484,1566,1666,1666,1793,1833,1870,1870,1870,1922,1922,1962,1987,2018,2040,2084,2105,2122,2134,2163,2179,2205,2231,2244,2255,2268,2281,2290,2307,2339,2341,2362,2364,2391,2391,2418,2453,2453,2483,2492,2492,2492,2571,2617,2652,2675,2688,2701,2707,2731,2776,2776,2819,2832,2850,2892,2920,2942,2973,3017,3032,3063,3117,3157,3197,3230,3254,3288,3363,3398,3458,3547,3606,3727,3832,3888,3984,3984,4162,4265,4370,4572,4750,4849,5077,5273,5408,5478,5552,5678,5863,5983,6298,6542,6725,6951,7046,7131,7300,7456,7795,8046,8321,8533,8719,8833,9041,9215,9215,9612,9731,9913,10321,10626,10794,11030,11030,11336,11336,11475,11687,12694,12962,12962,13059
6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,7,7,9,13,13,14,15,15,15,22,22,24,25,32,34,41,44,45,49,54,57,59,69,69,76,76,76,80,80,88,91,91,96,96,98,101,104,106,108,111,114,115,115,120,124,125,127,131,132,134,137,137,138,138,139,140,141,141,141,146,146,149,149,157,159,163,165,168,174,186,192,192,200,200,205,206,206,212,213,217,217,219,219,221,226,231,234,235,239,249,254,255,257,257,260,269,273,283,286,296,296,322,330,337,344,349,349,349,379,399,410,417,455,457,459,501,503,506,537,568,569,569,600,602,706,736,772,772,772,830,848,878,885,898,907,920,980,1030,1076,1109,1152,1152,1152,1196,1196,1213,1229,1238,1238,1243,1287,1316,1357
6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,6,7,7,11,12,17,20,21,23,24,24,24,24,24,25,25,25,26,26,26,26,26,26,28,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,33,33,33,34,34,34,34,34,34,36,36,36,36,37,37,37,37,39,39,39,40,40,42,42,42,46,46,47,48,48,49,50,51,51,51,62,76,80,81,86,88,92,96,97,101,105,112,112,129,135,135,148,154,154,163,171,176,176,187,195,200,203,215,220,227,227,242,242,255,268,276,291,291,291,311,323,348,360,369,369,369,390,397,404,411,411,418,418,459,469,469,476
6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,7,7,8,8,13,13,13,14,21,24,31,34,34,34,34,43,49,54,61,73,73,73,88,99,112,115,121,121,121,135,140,141,169,169,169,180,180,181,191,199,199,199,199,249,254,263,266,266,266,267,320,337,337,342,351,351,379,388,388,408,408,410,410,410,430,435,435,449,455,455,455,455,499,509,509,517,517,517,546,547,559,565,566,566,590,590,617,643,643,657,657,685,687,687,811,860,860,860,933,1020,1064,1094,1118,1118,1118,1126,1126,1402,1476,1476,1476,1476,1476,1826,1922,1985,2075,2075,2075,2075,2313,2407,2483,2554,2554,2554,2759,2857,2982,3070,3129,3129,3129,3129,3283,3462,3520,3611,3611,3611,3611,3806,3806,3959,3959,4029,4029,4274,4274,4338,4414
6097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,1,2,5,4,8,6,9,22,22,29,29,34,37,44,50,58,58,73,78,91,95,105,107,111,111,120,136,142,145,145,147,152,160,163,172,180,180,181,182,192,194,217,217,218,220,222,228,232,244,248,252,257,261,272,286,292,300,309,309,312,333,337,351,364,373,387,391,411,433,444,467,482,500,515,524,530,531,548,553,564,566,579,593,610,624,642,653,664,671,680,701,722,752,758,765,774,803,822,835,853,885,935,956,974,1006,1006,1092,1118,1136,1185,1229,1267,1359,1359,1359,1466,1487,1519,1561,1650,1703,1819,1886,1941,1979,2027,2068,2121,2169,2212,2241,2300,2404,2466,2599,2599,2617,2662,2748,2842,2944,3055,3113,3113,3208,3208,3358,3431,3556,3670,3753,3825,3859
6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,5,5,5,5,5,8,11,12,13,17,23,29,31,33,39,44,51,58,65,71,81,90,95,103,116,121,131,146,163,177,187,206,221,226,232,236,251,264,264,286,294,312,339,339,380,380,411,411,428,461,461,476,488,496,508,517,517,537,537,559,571,571,593,598,598,611,621,629,646,659,670,683,683,699,744,744,750,767,792,816,840,865,937,937,1023,1072,1072,1110,1212,1242,1267,1267,1322,1473,1514,1599,1639,1714,1789,1871,1940,2000,2115,2165,2165,2310,2391,2391,2531,2660,2660,2889,3004,4364,4364,4633,4732,4973,5356,5517,5777,6077,6077,6344,6508,6835,6984,7401,7603,7603,7861,7994,8228,8492,8745,8890,8890,9061,9221,9308,9308,9408,9408,9566,9665,10264,10264,10855,11592
6107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,4,7,7,11,12,16,17,17,18,20,24,29,35,43,45,74,81,81,116,135,157,157,168,203,203,227,264,296,352,372,382,397,411,422,422,441,453,472,491,504,532,578,626,640,680,720,743,757,858,916,969,1013,1079,1140,1159,1241,1268,1295,1338,1426,1430,1436,1539,1552,1603,1641,1641,1641,1641,1771,1796,1835,1844,1844,1844,1897,2004,2026,2083,2116,2116,2116,2220,2381,2432,2475,2564,2564,2564,2664,2664,2881,3004,3046,3046,3046,3177,3434,3533,3646,3705,3705,3705,3872,4156,4323,4521,4627,4627,4627,5009,5175,5298,5509,5678,5678,5678,5942,6209,6332,6480,6683,6683,6683,6896,7120,7603,7876,8210,8210,8210,8534,8862,9076,9241,9454,9454,9454,9745,9990,10078,10334,10475,10475,10475,10862,11549,11643,11847
6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,5,4,10,13,17,19,26,30,35,39,50,61,83,98,109,126,149,160,177,189,203,221,226,243,263,274,298,309,314,317,350,365,384,396,416,422,428,443,451,465,476,476,497,503,508,517,535,544,559,566,577,595,608,631,652,666,666,678,700,725,748,764,764,764,825,837,858,883,912,937,961,982,1017,1038,1062,1078,1078,1078,1152,1164,1190,1216,1261,1274,1303,1341,1381,1404,1466,1518,1534,1567,1633,1655,1706,1753,1835,1865,1946,2030,2161,2260,2287,2336,2444,2527,2740,2926,3096,3240,3240,3240,3240,3789,3858,3858,4093,4093,4246,4246,4246,4619,4787,4968,4968,5192,5192,5192,5955,6049,6156,6392,6392,6392,6392,6830,6997,7103,7344,7344,7344,7344,7877,7877,7953,8035,8146,8146,8634,8740,8740,8790
6115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,3,3,3,3,4,6,7,8,8,9,9,11,11,13,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,17,18,19,19,19,19,19,19,19,20,20,20,21,23,23,25,25,25,25,26,28,28,28,28,28,28,28,28,28,28,29,30,30,30,30,31,31,31,32,32,32,32,33,34,34,35,35,36,37,37,39,41,42,42,43,43,49,51,57,61,65,71,71,94,103,103,106,106,128,139,154,163,163,180,192,198,221,221,236,252,252,257,289,309,309,319,338,356,372,382,397,441,441,465,471,485,502,533,533,572,572,588,600,646,666,678,688
8001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,8,10,10,10,12,14,18,25,27,38,50,71,95,110,152,181,212,260,294,320,354,367,388,417,475,543,593,647,693,726,758,805,860,894,915,968,996,1033,1082,1252,1302,1348,1391,1430,1490,1585,1665,1730,1780,1815,1883,1952,2046,2117,2205,2242,2278,2322,2374,2448,2520,2575,2613,2640,2675,2737,2759,2802,2856,2869,2908,2964,3006,3070,3142,3224,3258,3291,3338,3379,3458,3515,3552,3575,3605,3627,3643,3663,3698,3729,3743,3759,3771,3791,3819,3852,3872,3909,3932,3941,3971,4013,4058,4093,4148,4170,4185,4226,4267,4287,4322,4362,4400,4478,4546,4588,4669,4719,4757,4788,4847,4916,4972,5024,5058,5094,5133,5184,5248,5312,5433,5535,5587,5626,5713,5794,5868,5957,6018,6090,6115,6181,6248,6307,6375,6438,6491,6529,6581,6621,6677
8005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,7,10,15,15,18,22,22,29,40,45,58,69,88,119,155,204,241,288,333,381,441,500,552,608,652,718,764,877,931,998,1083,1142,1183,1243,1342,1419,1498,1536,1602,1649,1717,1824,2030,2083,2160,2252,2312,2389,2472,2557,2625,2706,2758,2883,2977,3089,3148,3228,3272,3313,3370,3464,3526,3583,3652,3703,3767,3827,3889,3943,3974,4027,4039,4075,4121,4166,4201,4254,4353,4394,4416,4453,4496,4553,4591,4626,4637,4663,4687,4709,4723,4754,4788,4803,4818,4826,4861,4885,4905,4921,4941,4975,4993,5022,5066,5100,5127,5157,5172,5202,5234,5267,5300,5329,5354,5369,5421,5459,5510,5583,5627,5647,5682,5734,5789,5854,5934,5990,6032,6075,6140,6197,6276,6373,6470,6541,6570,6691,6749,6798,6877,6932,7006,7023,7093,7156,7194,7234,7286,7311,7340,7377,7405,7461
